Protein accession	Sequence MD5 digest	sequence length	Analysis	Signature accession	signature description	Start location	Stop location	Score	Status	Data	InterPro annotations accession	InterPro annotations description	NCBI annotation	species
Cluster-13398.5547	a0de5f2ff9155b1cedd85da78c456764	1248	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	6	241	8.00E-24	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.5547	a0de5f2ff9155b1cedd85da78c456764	1248	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	571	689	7.80E-17	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.39568	245f74f1aa3e8fd7fa1e4f6363702d8a	305	MobiDBLite	mobidb-lite	consensus disorder prediction	203	305	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	CDD	cd00833	PKS	375	813	1.59E-107	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	550	566	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	656	769	1.20E-31	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	CDD	cd02859	E_set_AMPKbeta_like_N	911	945	2.43E-06	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	PANTHER	PTHR43775	FATTY ACID SYNTHASE	375	813	3.50E-109	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	SMART	SM00825	Beta-ketoacyl synthase	375	816	6.80E-55	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	375	643	1.50E-34	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	Gene3D	G3DSA:3.40.47.10	-	373	846	3.90E-113	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	SUPERFAMILY	SSF53901	Thiolase-like	373	755	1.92E-48	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076446|gb|AQS99195.1|	7c55031f06901aa3c7c9ebe995b93c89	1284	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	87	331	1.80E-34	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF47336	ACP-like	5202	5296	6.41E-13	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	4719	4864	1.10E-94	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	613	758	2.30E-98	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF50129	GroES-like	4605	4742	4.09E-20	T	09-08-2021	IPR011032	GroES-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	1200	1276	14.891176	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2038	2234	5.51E-15	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF53901	Thiolase-like	1294	1652	1.28E-61	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4386	4592	3.25E-18	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	3051	3238	1.61E-15	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.10.129.110	Polyketide synthase dehydratase	2	274	9.20E-44	T	09-08-2021	IPR042104	"Polyketide synthase, dehydratase domain superfamily"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.10.129.110	Polyketide synthase dehydratase	4077	4373	6.90E-43	T	09-08-2021	IPR042104	"Polyketide synthase, dehydratase domain superfamily"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF47336	ACP-like	1202	1309	4.71E-13	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	2505	2587	13.837324	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF50129	GroES-like	494	636	4.40E-25	T	09-08-2021	IPR011032	GroES-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	CDD	cd08955	KR_2_FAS_SDR_x	2108	2474	1.42E-92	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	276	502	5.20E-15	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	4378	4611	2.60E-18	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	3885	4000	1.30E-32	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	2859	2973	2.00E-35	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	1548	1663	1.50E-28	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM01294	17clusters_betabranch_W	2516	2583	0.0078	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	3530	3608	12.506143	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	1104	1180	15.802402	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF47336	ACP-like	2510	2619	3.53E-17	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00829	PKS_ER_names_mod	500	813	1.20E-127	T	09-08-2021	IPR020843	"Polyketide synthase, enoylreductase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00829	PKS_ER_names_mod	4606	4919	8.30E-120	T	09-08-2021	IPR020843	"Polyketide synthase, enoylreductase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	284	483	3.94E-13	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.47.10	-	1292	1739	6.60E-137	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	CDD	cd00833	PKS	2609	3021	9.65E-153	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00825	Beta-ketoacyl synthase	3636	4054	3.70E-106	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00825	Beta-ketoacyl synthase	2608	3026	3.20E-130	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00825	Beta-ketoacyl synthase	1297	1716	5.10E-98	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	CDD	cd00833	PKS	1295	1710	2.95E-139	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00550	Phosphopantetheine attachment site	3551	3604	2.30E-09	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00550	Phosphopantetheine attachment site	1113	1175	1.60E-08	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00550	Phosphopantetheine attachment site	5210	5275	1.20E-08	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00550	Phosphopantetheine attachment site	1209	1271	2.90E-08	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00550	Phosphopantetheine attachment site	2518	2583	5.70E-10	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	827	1072	6.35E-30	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	599	736	5.55E-32	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	5300	5592	1.70E-33	T	09-08-2021	IPR029058	Alpha/Beta hydrolase fold	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00823	Phosphopantetheine attachment site	3536	3608	8.50E-15	T	09-08-2021	IPR020806	"Polyketide synthase, phosphopantetheine-binding domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00823	Phosphopantetheine attachment site	5205	5279	1.90E-15	T	09-08-2021	IPR020806	"Polyketide synthase, phosphopantetheine-binding domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00823	Phosphopantetheine attachment site	2515	2587	3.80E-14	T	09-08-2021	IPR020806	"Polyketide synthase, phosphopantetheine-binding domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00823	Phosphopantetheine attachment site	1207	1276	4.00E-12	T	09-08-2021	IPR020806	"Polyketide synthase, phosphopantetheine-binding domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SMART	SM00823	Phosphopantetheine attachment site	1110	1180	3.70E-12	T	09-08-2021	IPR020806	"Polyketide synthase, phosphopantetheine-binding domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2246	2434	6.80E-36	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	3057	3511	5.20E-82	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	2040	2493	5.40E-99	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF53901	Thiolase-like	3636	4049	9.33E-63	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	2766	2782	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	819	1078	3.50E-51	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.50.720	-	4925	5179	2.90E-49	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:1.10.1200.10	-	1200	1279	1.40E-15	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:1.10.1200.10	-	2508	2590	5.70E-17	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	1456	1472	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF47336	ACP-like	1106	1194	1.96E-12	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00975	Thioesterase domain	5318	5581	5.80E-15	T	09-08-2021	IPR001031	Thioesterase	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.47.10	-	2607	3056	7.40E-149	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:1.10.1200.10	-	1088	1181	2.90E-15	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:1.10.1200.10	-	5192	5280	1.70E-16	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:1.10.1200.10	-	3522	3609	1.30E-14	T	09-08-2021	IPR036736	ACP-like superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	1204	1278	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	4080	5292	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	1257	1719	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	2221	2595	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	3252	3608	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	1767	2197	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	2603	3032	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	3636	4057	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	PANTHER	PTHR43775	FATTY ACID SYNTHASE	17	1184	0	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00107	Zinc-binding dehydrogenase	4744	4847	1.10E-16	T	09-08-2021	IPR013149	"Alcohol dehydrogenase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00107	Zinc-binding dehydrogenase	638	737	7.20E-14	T	09-08-2021	IPR013149	"Alcohol dehydrogenase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.90.180.10	-	509	813	2.30E-98	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	5202	5279	15.509225	T	09-08-2021	IPR009081	Phosphopantetheine binding ACP domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Gene3D	G3DSA:3.40.47.10	-	3631	4068	4.60E-140	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF53901	Thiolase-like	2607	2972	4.21E-70	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	CDD	cd05195	enoyl_red	519	813	4.64E-98	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF14765	Polyketide synthase dehydratase	11	271	4.80E-35	T	09-08-2021	IPR020807	"Polyketide synthase, dehydratase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF14765	Polyketide synthase dehydratase	4082	4371	1.60E-32	T	09-08-2021	IPR020807	"Polyketide synthase, dehydratase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF14765	Polyketide synthase dehydratase	1743	2022	1.30E-35	T	09-08-2021	IPR020807	"Polyketide synthase, dehydratase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4705	4841	5.75E-34	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	CDD	cd05195	enoyl_red	4625	4919	4.04E-95	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	2609	2850	7.70E-62	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	3636	3872	1.30E-58	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	1295	1539	2.10E-67	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF08659	KR domain	4932	5107	2.20E-42	T	09-08-2021	IPR013968	"Polyketide synthase, ketoreductase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47241	4ba508485f46c9bb473b7d8b16cc7f3e	5600	Pfam	PF08659	KR domain	826	1009	5.50E-52	T	09-08-2021	IPR013968	"Polyketide synthase, ketoreductase domain"	predicted ORF protein	Gambierdiscus caribaeus
